Property Address,Roll Number,Building Type,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
218 ALCREST DR,1001689700,OS-ONE STOREY,2017,3,"$280,000","$286,200"
238 ALCREST DR,1001689200,BL-BI-LEVEL,2017,7,"$340,850","$346,000"
245 ALCREST DR,1001676000,OS-ONE STOREY,2016,11,"$320,000","$329,300"
3626 BATCHELOR AVE,1001447000,OS-ONE STOREY,2017,11,"$435,000","$438,000"
3716 BATCHELOR AVE,1001682200,BL-BI-LEVEL,2017,7,"$500,000","$507,500"
3806 BATCHELOR AVE,1001684000,OS-ONE STOREY,2018,1,"$310,000","$311,200"
15 BLOOMER CRES,1001250400,OS-ONE STOREY,2017,7,"$569,900","$578,400"
38 BLOOMER CRES,1001256200,OS-ONE STOREY,2016,3,"$425,000","$443,700"
130 BLOOMER CRES,1001252400,TS-TWO STOREY,2017,8,"$541,000","$548,000"
150 BLOOMER CRES,1001254300,OS-ONE STOREY,2016,9,"$655,000","$676,600"
193 BLOOMER CRES,1005877400,OS-ONE STOREY,2016,3,"$430,000","$448,900"
211 BLOOMER CRES,1005871500,BL-BI-LEVEL,2017,8,"$450,000","$455,900"
211 BLOOMER CRES,1005871500,BL-BI-LEVEL,2018,3,"$480,000","$480,000"
63 BRAMBLE DR,1001920200,TS-TWO STOREY,2016,7,"$503,000","$521,600"
67 BRAMBLE DR,1001920400,OS-ONE STOREY,2017,7,"$600,000","$609,000"
74 BRAMBLE DR,1001913600,FL-4 LEVEL SPLIT,2016,8,"$444,000","$459,500"
246 CATHCART ST,1001037500,OS-ONE STOREY,2017,6,"$285,000","$289,600"
270 CATHCART ST,1001031600,BL-BI-LEVEL,2017,7,"$323,500","$328,400"
304 CATHCART ST,1001025000,OS-ONE STOREY,2017,9,"$396,555","$400,900"
308 CATHCART ST,1001024500,OS-ONE STOREY,2017,4,"$332,000","$338,600"
324 CATHCART ST,1001057200,OS-ONE STOREY,2016,8,"$385,000","$398,500"
368 CATHCART ST,1001193900,FL-4 LEVEL SPLIT,2016,7,"$395,000","$409,600"
19 COLLETT COVE,1001221500,OS-ONE STOREY,2017,8,"$667,500","$676,200"
2 DALLINGER DR,1009600140,TS-TWO STOREY,2016,9,"$533,333.30","$550,900"
23 DALLINGER DR,1009600345,OS-ONE STOREY,2016,6,"$514,823","$534,900"
23 DALLINGER DR,1009600345,OS-ONE STOREY,2017,6,"$605,000","$614,700"
220 ELMHURST RD,1000986500,OS-ONE STOREY,2016,7,"$255,000","$264,400"
289 ELMHURST RD,1000997000,OS-ONE STOREY,2017,1,"$290,000","$297,500"
299 ELMHURST RD,1000992100,OS-ONE STOREY,2016,12,"$172,500","$177,200"
299 ELMHURST RD,1000992100,OS-ONE STOREY,2018,3,"$184,900","$184,900"
300 ELMHURST RD,1000971500,OS-ONE STOREY,2016,12,"$315,000","$323,500"
360 ELMHURST RD,1001251600,OH-ONE & 1/2 STOREY,2016,8,"$260,000","$269,100"
379 ELMHURST RD,1001207900,OH-ONE & 1/2 STOREY,2017,9,"$465,000","$470,100"
431 ELMHURST RD,1001200000,OS-ONE STOREY,2016,6,"$365,000","$379,200"
436 ELMHURST RD,1005906700,OS-ONE STOREY,2016,10,"$640,000","$659,800"
446 ELMHURST RD,1005871900,OS-ONE STOREY,2017,11,"$310,000","$312,200"
450 ELMHURST RD,1005872000,OS-ONE STOREY,2016,9,"$289,900","$299,500"
3219 GRANT AVE,1001195000,OS-ONE STOREY,2016,4,"$256,000","$266,800"
3219 GRANT AVE,1001195000,OS-ONE STOREY,2017,7,"$261,000","$264,900"
3389 GRANT AVE,1001065600,OS-ONE STOREY,2017,9,"$152,000","$153,700"
3397 GRANT AVE,1001064800,TS-TWO STOREY,2016,7,"$249,000","$258,200"
3405 GRANT AVE,1001066300,TS-TWO STOREY,2017,7,"$229,900","$233,300"
3413 GRANT AVE,1001066700,OS-ONE STOREY,2016,8,"$230,000","$238,100"
223 HANEY ST,1001660400,OS-ONE STOREY,2018,2,"$182,000","$182,400"
397 HANEY ST,1005898600,OS-ONE STOREY,2017,8,"$305,000","$309,000"
251 LAXDAL RD,1001410500,OS-ONE STOREY,2017,9,"$190,000","$192,100"
257 LAXDAL RD,1001410000,OS-ONE STOREY,2017,8,"$285,000","$288,700"
270 LAXDAL RD,1001396200,OS-ONE STOREY,2017,7,"$389,900","$395,700"
279 LAXDAL RD,1001407100,OS-ONE STOREY,2016,9,"$302,500","$312,500"
328 LAXDAL RD,1001454000,OS-ONE STOREY,2017,10,"$200,000","$201,800"
363 LAXDAL RD,1001383200,OS-ONE STOREY,2017,8,"$320,000","$324,200"
384 LAXDAL RD,1009600175,TS-TWO STOREY,2016,1,"$365,000","$382,500"
397 LAXDAL RD,1001564400,OS-ONE STOREY,2016,12,"$279,750","$287,300"
410 LAXDAL RD,1001462800,OS-ONE STOREY,2016,4,"$353,000","$367,800"
221 LYNBROOK DR,1001040500,OS-ONE STOREY,2016,2,"$175,000","$183,100"
255 LYNBROOK DR,1001033500,OS-ONE STOREY,2016,6,"$244,000","$253,500"
304 LYNBROOK DR,1000995000,OS-ONE STOREY,2018,1,"$265,000","$266,100"
373 LYNBROOK DR,1001266900,BL-BI-LEVEL,2017,8,"$338,000","$342,400"
393 LYNBROOK DR,1001265400,OS-ONE STOREY,2016,9,"$320,000","$330,600"
409 LYNBROOK DR,1001264800,OS-ONE STOREY,2017,6,"$342,000","$347,500"
243 MCLEAN ST,1000977000,OS-ONE STOREY,2016,7,"$299,000","$310,100"
248 MCLEAN ST,1000951500,OS-ONE STOREY,2016,4,"$270,000","$281,300"
252 MCLEAN ST,1000951000,OS-ONE STOREY,2017,9,"$213,000","$215,300"
255 MCLEAN ST,1000975500,OS-ONE STOREY,2016,8,"$248,000","$256,700"
307 MCLEAN ST,1000964500,BL-BI-LEVEL,2017,4,"$440,000","$448,800"
3400 PARKIN AVE,1001064100,OS-ONE STOREY,2016,7,"$310,000","$321,500"
261 PRINCETON BLVD,1001438200,OS-ONE STOREY,2017,4,"$420,000","$428,400"
11 RONNANDER COVE,1001248600,TS-TWO STOREY,2017,5,"$419,500","$427,100"
35 STOCKDALE ST,1005878400,TS-TWO STOREY,2016,3,"$615,000","$642,100"
69 STOCKDALE ST,1000752500,OS-ONE STOREY,2016,10,"$295,000","$304,100"
96 STOCKDALE ST,1000732500,OS-ONE STOREY,2018,2,"$394,555","$395,300"
2 TILLBROOK PL,1009600230,OS-ONE STOREY,2016,10,"$504,761.90","$520,400"
215 VARSITY VIEW DR,1000956000,OS-ONE STOREY,2017,6,"$220,000","$223,500"
229 WEXFORD ST,1000789600,OS-ONE STOREY,2016,9,"$345,000","$356,400"
232 WEXFORD ST,1000777100,FL-4 LEVEL SPLIT,2016,6,"$319,900","$332,400"
240 WEXFORD ST,1000777700,BL-BI-LEVEL,2016,1,"$316,000","$331,200"
256 WEXFORD ST,1000647300,OS-ONE STOREY,2017,6,"$280,000","$284,500"
18 ADDINGTON BAY,1002364800,OS-ONE STOREY,2017,12,"$360,000","$361,800"
63 ADDINGTON BAY,1002362700,OS-ONE STOREY,2016,5,"$390,000","$405,600"
66 BLOSSOM BAY,1002205400,TS-TWO STOREY,2017,5,"$417,600","$425,100"
70 BLOSSOM BAY,1002205600,TS-TWO STOREY,2016,7,"$410,900","$426,100"
94 BLOSSOM BAY,1002207200,OS-ONE STOREY,2016,8,"$346,000","$358,100"
549 BUCKINGHAM RD,1002695500,OS-ONE STOREY,2017,11,"$327,500","$329,800"
579 BUCKINGHAM RD,1002698500,OS-ONE STOREY,2016,8,"$350,000","$362,300"
655 BUCKINGHAM RD,1002744500,TL-3 LEVEL SPLIT,2017,4,"$361,655","$368,900"
665 BUCKINGHAM RD,1002745000,OS-ONE STOREY,2017,10,"$385,000","$388,500"
751 BUCKINGHAM RD,1002754500,OS-ONE STOREY,2016,8,"$425,000","$439,900"
783 BUCKINGHAM RD,1002758000,OS-ONE STOREY,2016,1,"$395,000","$414,000"
784 BUCKINGHAM RD,1002734500,FL-4 LEVEL SPLIT,2016,11,"$310,000","$319,000"
795 BUCKINGHAM RD,1002760000,OS-ONE STOREY,2017,5,"$315,000","$320,700"
832 BUCKINGHAM RD,1005903800,TS-TWO STOREY,2016,5,"$420,400","$437,200"
509 COVENTRY RD,1002614500,OS-ONE STOREY,2017,12,"$335,000","$336,700"
606 COVENTRY RD,1002642000,OS-ONE STOREY,2017,5,"$320,000","$325,800"
680 COVENTRY RD,1002649000,OS-ONE STOREY,2016,8,"$280,000","$289,800"
700 COVENTRY RD,1002650000,OS-ONE STOREY,2016,7,"$320,000","$331,800"
752 COVENTRY RD,1002655000,OS-ONE STOREY,2017,7,"$230,000","$233,500"
771 COVENTRY RD,1002679200,OS-ONE STOREY,2018,3,"$474,700","$474,700"
819 COVENTRY RD,1005892000,OS-ONE STOREY,2016,9,"$385,000","$397,700"
70 DEERPARK DR,1002242400,TO-TWO/ONE STOREY,2017,6,"$490,000","$497,800"
521 DIEPPE RD,1003031000,OS-ONE STOREY,2017,12,"$276,100","$277,500"
606 DIEPPE RD,1005898200,OS-ONE STOREY,2016,7,"$317,000","$328,700"
4116 ELDRIDGE AVE,1002377100,OS-ONE STOREY,2017,11,"$430,000","$433,000"
4283 ELDRIDGE AVE,1002303000,OS-ONE STOREY,2016,9,"$367,000","$379,100"
4917 ELDRIDGE AVE,1003072500,OS-ONE STOREY,2016,8,"$343,000","$355,000"
522 FAIRMONT RD,1002468900,OS-ONE STOREY,2017,10,"$185,000","$186,700"
551 FAIRMONT RD,1002474100,OS-ONE STOREY,2017,9,"$630,000","$636,900"
559 FAIRMONT RD,1002473500,OS-ONE STOREY,2017,7,"$380,000","$385,700"
560 FAIRMONT RD,1002462000,OS-ONE STOREY,2016,9,"$369,900","$382,100"
563 FAIRMONT RD,1002472000,TO-TWO/ONE STOREY,2017,8,"$340,000","$344,400"
595 FAIRMONT RD,1002458700,OH-ONE & 1/2 STOREY,2017,12,"$208,000","$209,000"
599 FAIRMONT RD,1002458500,OS-ONE STOREY,2017,3,"$252,500","$258,100"
603 FAIRMONT RD,1002458000,OS-ONE STOREY,2016,7,"$240,000","$248,900"
604 FAIRMONT RD,1002450700,BL-BI-LEVEL,2016,9,"$439,900","$454,400"
628 FAIRMONT RD,1005891700,OS-ONE STOREY,2016,2,"$662,500","$693,000"
641 FAIRMONT RD,1002455000,OS-ONE STOREY,2017,10,"$314,900","$317,700"
666 FAIRMONT RD,1002445000,OS-ONE STOREY,2016,4,"$337,000","$351,200"
668 FAIRMONT RD,1002445300,OS-ONE STOREY,2017,7,"$337,900","$343,000"
681 FAIRMONT RD,1002444000,OS-ONE STOREY,2018,3,"$222,000","$222,000"
699 FAIRMONT RD,1002442600,OS-ONE STOREY,2016,5,"$289,900","$301,500"
751 FAIRMONT RD,1002438100,BL-BI-LEVEL,2017,11,"$327,500","$329,800"
752 FAIRMONT RD,1002429000,OS-ONE STOREY,2016,9,"$335,000","$346,100"
791 FAIRMONT RD,1002422500,OH-ONE & 1/2 STOREY,2016,11,"$300,000","$308,700"
810 FAIRMONT RD,1002412700,OS-ONE STOREY,2016,10,"$436,000","$449,500"
4400 GRANT AVE,1002468500,OS-ONE STOREY,2016,8,"$262,500","$271,700"
841 HARSTONE RD,1009600035,BL-BI-LEVEL,2017,8,"$293,900","$297,700"
655 HILTON ST,1002135200,OS-ONE STOREY,2016,5,"$380,000","$395,200"
30 MCDOWELL DR,1002372800,OS-ONE STOREY,2016,4,"$403,000","$419,900"
71 MCDOWELL DR,1005884000,TS-TWO STOREY,2016,6,"$925,000","$961,100"
139 MCDOWELL DR,1002228100,OS-ONE STOREY,2017,8,"$502,000","$508,500"
163 MCDOWELL DR,1002368700,OS-ONE STOREY,2016,8,"$454,500","$470,400"
644 OAKDALE DR,1002299600,TS-TWO STOREY,2016,5,"$534,900","$556,300"
668 OAKDALE DR,1002301000,BL-BI-LEVEL,2017,9,"$260,000","$262,900"
712 OAKDALE DR,1002267400,TS-TWO STOREY,2017,4,"$357,000","$364,100"
730 OAKDALE DR,1002275000,TS-TWO STOREY,2017,3,"$357,000","$364,900"
737 OAKDALE DR,1002164400,OS-ONE STOREY,2016,5,"$290,325","$301,900"
762 OAKDALE DR,1002236500,OS-ONE STOREY,2017,2,"$430,000","$440,300"
846 OAKDALE DR,1002216400,TO-TWO/ONE STOREY,2016,7,"$416,000","$431,400"
11 POLARIS AVE,1005881900,OS-ONE STOREY,2017,1,"$472,500","$484,800"
4347 RIDGEWOOD AVE,1002690800,OS-ONE STOREY,2017,12,"$396,900","$398,900"
4626 ROBLIN BLVD,1002691500,TS-TWO STOREY,2017,7,"$475,000","$482,100"
4630 ROBLIN BLVD,1002692000,TS-TWO STOREY,2017,1,"$390,000","$400,100"
19 WESTLUND WAY,1002161600,OS-ONE STOREY,2017,7,"$350,199","$355,500"
18 BARNSTAPLE COVE,1002553200,TS-TWO STOREY,2017,7,"$440,000","$446,600"
50 BARNSTAPLE COVE,1002555000,TS-TWO STOREY,2016,1,"$448,000","$469,500"
4406 BATCHELOR AVE,1002530900,OS-ONE STOREY,2016,10,"$340,000","$350,500"
243 FAIRMONT RD,1005893600,OS-ONE STOREY,2016,1,"$421,000","$441,200"
266 FAIRMONT RD,1005904700,TS-TWO STOREY,2017,2,"$570,000","$583,700"
4411 GRANT AVE,1002556500,OS-ONE STOREY,2016,7,"$190,000","$197,000"
217 MARLTON CRES,1002339000,OS-ONE STOREY,2016,5,"$350,000","$364,000"
308 MARLTON CRES,1002548600,OH-ONE & 1/2 STOREY,2017,10,"$405,000","$408,600"
324 MARLTON CRES,1002518000,OS-ONE STOREY,2016,12,"$390,000","$400,500"
396 MARLTON CRES,1002524300,OS-ONE STOREY,2017,7,"$295,396","$299,800"
423 MARLTON CRES,1002495100,OS-ONE STOREY,2017,11,"$452,000","$455,200"
232 OAKDALE DR,1002329000,OS-ONE STOREY,2017,11,"$239,900","$241,600"
258 OAKDALE DR,1002304300,OH-ONE & 1/2 STOREY,2017,11,"$290,000","$292,000"
274 OAKDALE DR,1002306500,OS-ONE STOREY,2017,3,"$275,000","$281,100"
333 OAKDALE DR,1002073200,TS-TWO STOREY,2016,3,"$542,500","$566,400"
413 OAKDALE DR,1002082000,TS-TWO STOREY,2018,2,"$644,000","$645,300"
4468 ROBLIN BLVD,1002551100,OS-ONE STOREY,2017,9,"$267,500","$270,400"
32 BISHOP'S LANE,1002055000,TO-TWO/ONE STOREY,2016,8,"$651,000","$673,800"
50 BISHOP'S LANE,1002056500,TS-TWO STOREY,2017,12,"$538,000","$540,700"
16 FAIRWAY PL,1002772500,FL-4 LEVEL SPLIT,2016,10,"$550,000","$567,100"
11 GREAT ELM COVE,1003366900,TS-TWO STOREY,2018,3,"$600,000","$600,000"
66 JAYMORR DR,1002601000,TS-TWO STOREY,2017,11,"$515,000","$518,600"
220 RIDGEDALE CRES,1002596100,TS-TWO STOREY,2018,1,"$367,000","$368,500"
4597 ROBLIN BLVD,1002568000,TO-TWO/ONE STOREY,2017,2,"$452,925","$463,800"
4819 ROBLIN BLVD,1003060400,OS-ONE STOREY,2017,9,"$310,000","$313,400"
45 WILLIAM MARSHALL WAY,1003365500,TS-TWO STOREY,2017,4,"$710,000","$724,200"
46 WILLIAM MARSHALL WAY,1003351700,TS-TWO STOREY,2018,2,"$680,000","$681,400"
87 WILLIAM MARSHALL WAY,1003364100,TS-TWO STOREY,2016,8,"$738,000","$763,800"
7 BARKER BLVD,1005553800,OS-ONE STOREY,2017,2,"$284,500","$291,300"
62 BARKER BLVD,1005559800,TS-TWO STOREY,2016,7,"$450,000","$466,700"
74 BARKER BLVD,1005558900,OS-ONE STOREY,2016,10,"$410,000","$422,700"
78 BARKER BLVD,1005558600,FL-4 LEVEL SPLIT,2017,5,"$415,000","$422,500"
175 BARKER BLVD,1005630900,OS-ONE STOREY,2016,7,"$434,900","$451,000"
200 BARKER BLVD,1005607000,FL-4 LEVEL SPLIT,2016,7,"$399,900","$414,700"
215 BARKER BLVD,1005634700,TS-TWO STOREY,2017,7,"$460,000","$466,900"
238 BARKER BLVD,1005609700,TS-TWO STOREY,2017,11,"$410,000","$412,900"
242 BARKER BLVD,1005610000,TS-TWO STOREY,2018,3,"$400,000","$400,000"
243 BARKER BLVD,1005636800,FL-4 LEVEL SPLIT,2017,7,"$345,000","$350,200"
259 BARKER BLVD,1005638100,TS-TWO STOREY,2017,7,"$395,000","$400,900"
349 BARKER BLVD,1005693800,TS-TWO STOREY,2016,7,"$243,000","$252,000"
349 BARKER BLVD,1005693800,TS-TWO STOREY,2017,7,"$255,349","$259,200"
350 BARKER BLVD,1005686900,OS-ONE STOREY,2018,1,"$205,000","$205,800"
373 BARKER BLVD,1005695800,TS-TWO STOREY,2017,9,"$235,000","$237,600"
414 BARKER BLVD,1005563400,BL-BI-LEVEL,2017,8,"$327,500","$331,800"
435 BARKER BLVD,1005580500,OS-ONE STOREY,2016,7,"$298,000","$309,000"
438 BARKER BLVD,1005561600,OS-ONE STOREY,2016,8,"$295,000","$305,300"
3 JEWETT BAY,1005614800,TS-TWO STOREY,2017,10,"$415,000","$418,700"
51 JEWETT BAY,1005618400,TS-TWO STOREY,2016,9,"$363,500","$375,500"
94 MORTON BAY,1005571800,BL-BI-LEVEL,2016,8,"$306,500","$317,200"
42 MUSGROVE ST,1005670600,FL-4 LEVEL SPLIT,2017,9,"$555,000","$561,100"
54 MUSGROVE ST,1005669700,TS-TWO STOREY,2016,2,"$385,000","$402,700"
62 MUSGROVE ST,1005669400,TS-TWO STOREY,2017,4,"$425,500","$434,000"
71 MUSGROVE ST,1005667300,OS-ONE STOREY,2016,12,"$350,000","$359,500"
71 MUSGROVE ST,1005667300,OS-ONE STOREY,2017,11,"$580,000","$584,100"
71 SHIER DR,1005653000,TS-TWO STOREY,2016,11,"$745,000","$766,600"
24 SINNOTT ST,1005598800,TS-TWO STOREY,2017,9,"$462,000","$467,100"
27 SINNOTT ST,1005589300,OS-ONE STOREY,2016,8,"$320,000","$331,200"
27 SINNOTT ST,1005589300,OS-ONE STOREY,2017,8,"$347,500","$352,000"
50 SINNOTT ST,1005604900,TS-TWO STOREY,2016,1,"$402,000","$421,300"
50 SINNOTT ST,1005604900,TS-TWO STOREY,2016,8,"$439,900","$455,300"
67 WATERHOUSE BAY,1005626100,TS-TWO STOREY,2017,7,"$405,000","$411,100"
22 BOWHILL LANE,1003443000,OS-ONE STOREY,2017,5,"$250,000","$254,500"
8 DUNELM LANE,1003452500,OH-ONE & 1/2 STOREY,2016,4,"$299,900","$312,500"
531 GREENBRIER AVE,1003432500,OS-ONE STOREY,2017,9,"$330,000","$333,600"
556 GREENBRIER AVE,1003426900,FL-4 LEVEL SPLIT,2017,8,"$415,000","$420,400"
590 HARSTONE RD,1003460100,OS-ONE STOREY,2016,5,"$415,000","$431,600"
680 HARSTONE RD,1003469200,OS-ONE STOREY,2017,4,"$343,280","$350,100"
718 HARSTONE RD,1003415800,OS-ONE STOREY,2016,9,"$368,500","$380,700"
806 HARSTONE RD,1005882800,OS-ONE STOREY,2017,8,"$501,806","$508,300"
27 MIRAMAR RD,1005900700,OS-ONE STOREY,2016,8,"$730,000","$755,600"
106 MIRAMAR RD,1003394200,OS-ONE STOREY,2016,8,"$340,000","$351,900"
107 MIRAMAR RD,1003404000,OS-ONE STOREY,2017,1,"$375,000","$384,800"
526 PEPPERLOAF CRES,1005894800,OH-ONE & 1/2 STOREY,2016,6,"$295,000","$306,500"
565 PEPPERLOAF CRES,1003461600,OS-ONE STOREY,2016,9,"$400,000","$413,200"
704 PEPPERLOAF CRES,1003418100,OS-ONE STOREY,2017,6,"$450,000","$457,200"
740 PEPPERLOAF CRES,1003390100,OS-ONE STOREY,2016,7,"$269,900","$279,900"
765 PEPPERLOAF CRES,1003391600,OS-ONE STOREY,2018,3,"$450,000","$450,000"
5215 RANNOCK AVE,1009600265,OS-ONE STOREY,2016,1,"$675,000","$707,400"
5344 RANNOCK AVE,1003384600,OS-ONE STOREY,2017,10,"$340,000","$343,100"
5413 RANNOCK AVE,1009600255,OS-ONE STOREY,2016,5,"$587,000","$610,500"
143 ROBINDALE RD,1009600085,OS-ONE STOREY,2016,6,"$359,500","$373,500"
152 ROBINDALE RD,1003445900,OS-ONE STOREY,2018,3,"$309,700","$309,700"
161 ROBINDALE RD,1003421700,FL-4 LEVEL SPLIT,2017,7,"$410,000","$416,200"
221 ROBINDALE RD,1003419000,OS-ONE STOREY,2017,7,"$319,000","$323,800"
232 ROBINDALE RD,1003448000,OS-ONE STOREY,2017,6,"$278,000","$282,400"
31 SANCTUARY RD,1003477400,OS-ONE STOREY,2017,10,"$475,000","$479,300"
35 SANCTUARY RD,1003477600,TS-TWO STOREY,2016,9,"$525,000","$542,300"
83 SCOTSWOOD DR,1003588300,OS-ONE STOREY,2016,2,"$205,000","$214,400"
83 SCOTSWOOD DR,1003588300,OS-ONE STOREY,2016,5,"$324,900","$337,900"
398 BERKLEY ST,1004269400,OS-ONE STOREY,2016,11,"$300,000","$308,700"
47 ELMVALE CRES,1004010000,OS-ONE STOREY,2016,8,"$490,000","$507,200"
55 ELMVALE CRES,1004010600,TS-TWO STOREY,2017,3,"$515,000","$526,300"
59 ELMVALE CRES,1004010900,TO-TWO/ONE STOREY,2016,8,"$530,000","$548,600"
30 KINKORA DR,1004175300,OS-ONE STOREY,2016,10,"$395,000","$407,200"
18 MCCALLUM CRES,1004007200,OS-ONE STOREY,2016,11,"$415,000","$427,000"
18 PARADISE BAY,1004656400,OS-ONE STOREY,2016,6,"$538,000","$559,000"
30 PARADISE BAY,1004657100,OS-ONE STOREY,2017,11,"$530,000","$533,700"
5721 ROBLIN BLVD,1005869300,BL-BI-LEVEL,2017,1,"$350,000","$359,100"
6115 ROBLIN BLVD,1004314500,TS-TWO STOREY,2017,9,"$294,000","$297,200"
9 SANDY COVE,1004016000,FL-4 LEVEL SPLIT,2017,9,"$420,000","$424,600"
27 SHELMERDINE DR,1003637700,TS-TWO STOREY,2018,1,"$360,000","$361,400"
6021 SOUTHBOINE DR,1004121000,OS-ONE STOREY,2016,11,"$425,000","$437,300"
6021 SOUTHBOINE DR,1004121000,OS-ONE STOREY,2017,7,"$545,000","$553,200"
6303 SOUTHBOINE DR,1004408300,TS-TWO STOREY,2017,9,"$735,000","$743,100"
9 WILLOW RIDGE RD,1004685000,OS-ONE STOREY,2016,11,"$345,000","$355,000"
15 WILLOW RIDGE RD,1004686000,OS-ONE STOREY,2017,8,"$515,015","$521,700"
139 HENDON AVE,1000589400,OS-ONE STOREY,2017,10,"$254,900","$257,200"
153 HENDON AVE,1000587900,OS-ONE STOREY,2017,9,"$265,000","$267,900"
157 HENDON AVE,1000587600,BL-BI-LEVEL,2017,5,"$206,000","$209,700"
181 HENDON AVE,1000585200,BL-BI-LEVEL,2016,12,"$186,500","$191,500"
35 KINGSHEAD CLOSE,1000581600,BL-BI-LEVEL,2016,1,"$350,000","$366,800"
35 MONARCH MEWS,1000566000,BL-BI-LEVEL,2016,7,"$374,900","$388,800"
38 MONARCH MEWS,1000565100,TS-TWO STOREY,2016,7,"$545,500","$565,700"
150 PRINCETON BLVD,1001422200,TS-TWO STOREY,2017,5,"$235,000","$239,200"
150 PRINCETON BLVD,1001422200,TS-TWO STOREY,2017,11,"$370,000","$372,600"
